#Elem;Elements
2;0;1
22;2;10;11;38;39;40;41;42;43;46;49;50;52;55;58;59;64;65;71;72;73;74
12;3;4;5;6;60;61;62;63;67;68;69;70
1;7
1;8
10;9;15;16;18;19;45;47;48;54;66
1;12
2;13;44
1;14
4;17;57;77;78
12;20;21;22;23;24;25;26;27;28;29;30;37
2;31;32
22;33;34;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
1;35
1;36
5;51;53;56;75;76
1;79
